instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
15043,702,4,1,9,23,0,0,0,2,0.5,0.4848,0.59,0.1045
15044,704,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.1939999999999999
15045,704,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343
15046,704,4,1,9,2,0,1,1,2,0.46,0.4545,0.63,0.1343
15047,704,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642
15048,704,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045
15049,704,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0.0
15050,704,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0.0
15051,704,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343
15052,704,4,1,9,8,0,1,1,1,0.5,0.4848,0.55,0.1939999999999999
15053,704,4,1,9,9,0,1,1,1,0.52,0.5,0.52,0.1939999999999999
15054,704,4,1,9,10,0,1,1,1,0.54,0.5152,0.49,0.2239
15055,704,4,1,9,11,0,1,1,1,0.56,0.5303,0.37,0.1939999999999999
15056,704,4,1,9,12,0,1,1,1,0.56,0.5303,0.35,0.2985
15057,704,4,1,9,13,0,1,1,1,0.6,0.6212,0.31,0.2985
15058,704,4,1,9,14,0,1,1,1,0.6,0.6061,0.28,0.0
15059,704,4,1,9,15,0,1,1,1,0.6,0.6212,0.31,0.0
15060,704,4,1,9,16,0,1,1,1,0.58,0.5455,0.3,0.2537
15061,704,4,1,9,17,0,1,1,1,0.58,0.5455,0.3,0.0
15062,704,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642
15063,704,4,1,9,19,0,1,1,1,0.52,0.5,0.39,0.1343
15064,704,4,1,9,20,0,1,1,1,0.52,0.5,0.52,0.1045
15065,704,4,1,9,21,0,1,1,1,0.5,0.4848,0.51,0.1343
15066,704,4,1,9,22,0,1,1,1,0.5,0.4848,0.51,0.2239
15067,704,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343
15068,706,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642
15069,706,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343
15070,706,4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343
15071,706,4,1,9,3,0,2,1,1,0.42,0.4242,0.71,0.0896
15072,706,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343
15073,706,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896
15074,706,4,1,9,6,0,2,1,1,0.44,0.4394,0.77,0.2239
15075,706,4,1,9,7,0,2,1,1,0.44,0.4394,0.77,0.1939999999999999
15076,706,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.1939999999999999
15077,706,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537
15078,706,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985
15079,706,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985
15080,706,4,1,9,12,0,2,1,1,0.62,0.6212,0.43,0.2836
15081,706,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537
15082,706,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284
15083,706,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284
15084,706,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985
15085,706,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836
15086,706,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239
15087,706,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537
15088,706,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985
15089,706,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985
15090,706,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836
15091,706,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284
15092,708,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985
15093,708,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284
15094,708,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836
15095,708,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836
15096,708,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537
15097,708,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239
15098,708,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.1939999999999999
15099,708,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343
15100,708,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985
15101,708,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.1939999999999999
15102,708,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836
15103,708,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537
15104,708,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239
15105,708,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239
15106,708,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836
15107,708,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985
15108,708,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836
15109,708,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985
15110,708,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239
15111,708,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642
15112,708,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.1939999999999999
15113,708,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.1939999999999999
15114,708,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.1939999999999999
15115,708,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537
15116,710,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896
15117,710,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896
15118,710,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896
15119,710,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0
15120,710,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343
15121,710,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0
15122,710,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896
15123,710,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0
15124,710,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896
15125,710,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0
15126,710,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836
15127,710,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642
15128,710,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343
15129,710,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0
15130,710,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896
15131,710,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0
15132,710,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284
15133,710,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985
15134,710,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239
15135,710,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343
15136,710,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239
15137,710,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985
15138,710,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985
15139,710,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642
15140,712,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642
15141,712,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0
15142,712,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985
15143,712,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343
15144,712,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045
15145,712,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0
15146,712,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896
15147,712,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0
15148,712,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896
15149,712,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045
15150,712,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343
15151,712,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0
15152,712,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537
15153,712,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537
15154,712,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537
15155,712,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836
15156,712,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239
15157,712,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985
15158,712,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239
15159,712,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537
15160,712,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642
15161,712,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.1939999999999999
15162,712,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239
15163,712,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.1939999999999999
15164,714,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239
15165,714,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239
15166,714,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239
15167,714,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.1939999999999999
15168,714,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537
15169,714,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.1939999999999999
15170,714,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537
15171,714,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836
15172,714,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836
15173,714,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.1939999999999999
15174,714,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537
15175,714,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836
15176,714,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985
15177,714,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985
15178,714,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537
15179,714,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537
15180,714,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537
15181,714,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582
15182,714,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.1939999999999999
15183,714,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642
15184,714,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.1939999999999999
15185,714,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343
15186,714,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045
15187,714,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896
15188,718,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0
15189,718,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0
15190,718,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0
15191,718,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896
15192,718,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896
15193,718,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0
15194,718,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896
15195,718,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0
15196,718,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045
15197,718,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045
15198,718,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642
15199,718,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239
15200,718,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985
15201,718,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537
15202,718,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537
15203,718,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537
15204,718,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239
15205,718,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836
15206,718,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478
15207,718,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343
15208,718,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343
15209,718,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0
15210,718,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0
15211,718,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896
15212,63,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045
15213,63,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896
15214,63,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0
15215,63,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0
15216,63,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045
15217,63,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0
15218,63,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045
15219,63,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642
15220,63,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045
15221,63,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0
15222,63,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0
15223,63,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0
15224,63,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642
15225,63,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642
15226,63,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045
15227,63,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343
15228,63,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537
15229,63,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537
15230,63,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045
15231,63,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045
15232,63,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0
15233,63,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343
15234,63,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896
15235,63,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0
15236,85,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0
15237,85,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045
15238,85,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045
15239,85,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.1939999999999999
15240,85,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896
15241,85,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343
15242,85,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045
15243,85,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045
15244,85,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0
15245,85,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343
15246,85,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343
15247,85,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343
15248,85,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.1939999999999999
15249,85,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343
15250,85,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343
15251,85,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343
15252,85,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343
15253,85,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045
15254,85,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896
15255,85,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0
15256,85,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343
15257,85,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045
15258,85,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045
15259,85,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0
15260,107,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0
15261,107,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0
15262,107,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0
15263,107,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0
15264,107,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0
15265,107,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045
15266,107,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343
15267,107,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.1939999999999999
15268,107,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045
15269,107,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.1939999999999999
15270,107,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642
15271,107,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642
15272,107,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045
15273,107,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045
15274,107,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642
15275,107,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642
15276,107,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0
15277,107,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0
15278,107,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0
15279,107,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0
15280,107,4,1,10,20,0,3,1,1,0.7,0.6515,0.65,0.0
15281,107,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0.0
15282,107,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0.0
15283,107,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0
15284,113,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0.0
15285,113,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0.0
15286,113,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0.0
15287,113,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0.0
15288,113,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0.0
15289,113,4,1,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045
15290,113,4,1,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896
15291,113,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896
15292,113,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0.0
15293,113,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.1939999999999999
15294,113,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343
15295,113,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045
15296,113,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.1939999999999999
15297,113,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284
15298,113,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537
15299,113,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836
15300,113,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836
15301,113,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239
15302,113,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045
15303,113,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045
15304,113,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045
15305,113,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0.0
15306,113,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343
15307,113,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896
15308,115,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0
15309,115,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045
15310,115,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896
15311,115,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0
15312,115,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0.0
15313,115,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0.0
15314,115,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0
15315,115,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045
15316,115,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0
15317,115,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896
15318,115,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0.0
15319,115,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.1939999999999999
15320,115,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642
15321,115,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0
15322,115,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239
15323,115,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537
15324,115,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0
15325,115,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642
15326,115,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343
15327,115,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642
15328,115,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343
15329,115,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239
15330,115,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836
15331,115,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239
15332,117,4,1,10,0,0,6,0,1,0.56,0.5303,0.83,0.1642
15333,117,4,1,10,1,0,6,0,1,0.56,0.5303,0.83,0.2537
15334,117,4,1,10,2,0,6,0,1,0.56,0.5303,0.78,0.1939999999999999
15335,117,4,1,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239
15336,117,4,1,10,4,0,6,0,1,0.54,0.5152,0.83,0.2537
15337,117,4,1,10,5,0,6,0,1,0.54,0.5152,0.83,0.1939999999999999
15338,117,4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537
15339,117,4,1,10,7,0,6,0,1,0.54,0.5152,0.83,0.2985
15340,117,4,1,10,8,0,6,0,1,0.56,0.5303,0.83,0.1939999999999999
15341,117,4,1,10,9,0,6,0,1,0.6,0.5909,0.73,0.1939999999999999
15342,117,4,1,10,10,0,6,0,1,0.62,0.6061,0.69,0.2836
15343,117,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537
15344,117,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045
15345,117,4,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224
15346,117,4,1,10,14,0,6,0,2,0.6,0.6212,0.56,0.4179
15347,117,4,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179
15348,117,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224
15349,117,4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881
15350,117,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179
15351,117,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239
15352,117,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537
15353,117,4,1,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343
15354,117,4,1,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343
15355,117,4,1,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343
15356,119,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642
15357,119,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239
15358,119,4,1,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343
15359,119,4,1,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343
15360,119,4,1,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537
15361,119,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343
15362,119,4,1,10,6,0,0,0,2,0.44,0.4394,0.54,0.1939999999999999
15363,119,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642
15364,119,4,1,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343
15365,119,4,1,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343
15366,119,4,1,10,10,0,0,0,2,0.42,0.4242,0.67,0.1939999999999999
15367,119,4,1,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045
15368,119,4,1,10,12,0,0,0,2,0.42,0.4242,0.71,0.0
15369,119,4,1,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896
15370,119,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0.0
15371,119,4,1,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343
15372,119,4,1,10,16,0,0,0,3,0.4,0.4091,0.82,0.1642
15373,119,4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239
15374,119,4,1,10,18,0,0,0,3,0.4,0.4091,0.82,0.1939999999999999
15375,119,4,1,10,19,0,0,0,2,0.4,0.4091,0.82,0.1045
15376,119,4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343
15377,119,4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045
15378,119,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343
15379,119,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343
15380,121,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836
15381,121,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642
15382,121,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.1939999999999999
15383,121,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045
15384,121,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343
15385,121,4,1,10,5,1,1,0,1,0.34,0.3182,0.76,0.2239
15386,121,4,1,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045
15387,121,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642
15388,121,4,1,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239
15389,121,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642
15390,121,4,1,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343
15391,121,4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896
15392,121,4,1,10,12,1,1,0,2,0.42,0.4242,0.63,0.1642
15393,121,4,1,10,13,1,1,0,2,0.42,0.4242,0.62,0.1939999999999999
15394,121,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045
15395,121,4,1,10,15,1,1,0,3,0.42,0.4242,0.58,0.1939999999999999
15396,121,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.1939999999999999
15397,121,4,1,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537
15398,121,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836
