age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
44,3,15,10,0,5,3,4,1,0,0,40,38
63,3,5,4,2,11,0,4,1,0,0,40,38
42,1,11,9,5,7,1,2,0,0,0,60,-1
21,3,15,10,4,11,3,4,1,0,0,40,3
32,3,15,10,2,2,0,4,1,0,0,40,38
24,5,11,9,5,7,4,4,0,0,0,50,38
50,6,11,9,2,13,0,4,1,0,0,40,32
26,4,9,13,2,11,0,4,1,0,0,80,38
35,3,11,9,2,3,0,4,1,0,0,35,38
31,3,9,13,2,2,0,4,1,0,0,44,38
24,3,3,2,4,4,1,3,1,0,0,66,25
40,3,11,9,2,2,0,4,1,0,0,56,38
31,3,9,13,4,3,1,4,1,0,0,55,38
43,3,11,9,4,5,3,4,1,0,0,40,30
44,3,11,9,2,11,0,4,1,0,0,35,38
40,3,9,13,4,9,2,4,0,0,0,40,38
75,-1,4,3,2,-1,0,4,1,0,0,25,38
52,1,15,10,2,10,0,4,1,3137,0,42,38
51,5,4,3,2,2,0,4,1,0,0,40,38
39,6,9,13,2,9,0,4,1,0,0,40,38
40,3,7,12,2,11,0,4,1,7688,0,50,38
40,5,15,10,4,6,1,4,1,0,0,35,38
33,3,11,9,2,2,0,4,1,0,0,40,38
38,1,15,10,2,10,0,4,1,0,0,60,38
29,3,8,11,0,5,4,4,1,0,0,50,38
37,3,15,10,0,0,1,2,0,0,0,37,38
37,3,11,9,2,2,0,4,1,15024,0,45,38
19,3,11,9,4,6,3,4,1,0,0,40,38
46,1,11,9,2,6,0,2,1,0,0,40,38
46,3,7,12,2,3,0,4,1,0,0,40,38
37,3,15,10,4,10,3,2,1,0,0,30,38
34,3,15,10,5,0,4,2,0,0,0,40,-1
38,3,15,10,0,0,4,4,0,0,0,43,38
26,3,11,9,2,2,0,4,1,0,0,40,38
34,3,9,13,4,7,1,4,0,0,0,35,38
57,3,9,13,2,9,0,4,1,0,0,40,38
33,3,1,7,4,2,1,4,1,0,0,65,38
26,1,15,10,4,10,3,4,1,0,0,40,38
20,3,11,9,4,11,1,4,0,0,0,84,38
38,3,9,13,2,9,0,4,1,7298,0,60,38
61,3,15,10,2,7,0,4,1,0,0,6,38
36,5,10,16,2,9,0,4,1,0,0,45,-1
61,-1,11,9,2,-1,0,4,1,3103,0,40,38
17,3,15,10,4,2,3,4,1,0,0,16,38
40,3,15,10,2,6,0,3,1,0,0,40,38
18,3,1,7,4,7,3,4,1,0,0,16,38
21,3,7,12,4,11,3,4,0,0,0,32,38
41,3,11,9,4,7,3,4,1,0,0,40,28
46,3,1,7,5,6,1,4,0,0,0,40,38
55,0,11,9,2,3,0,4,1,0,0,40,38
27,3,7,12,4,11,1,4,1,0,0,52,38
39,3,11,9,2,7,0,4,1,0,0,42,38
36,3,11,9,4,13,3,2,1,0,0,48,38
51,3,15,10,2,13,0,4,1,3908,0,40,38
27,3,9,13,4,11,1,4,1,0,0,40,38
30,1,9,13,2,9,0,4,1,0,0,40,38
42,3,11,9,0,11,1,4,1,0,0,47,38
23,3,9,13,4,7,3,4,0,0,0,20,38
56,3,8,11,2,3,0,4,1,15024,0,40,38
41,5,15,10,2,2,0,4,1,0,0,50,38
49,3,11,9,2,2,0,4,1,0,0,46,38
46,0,8,11,0,2,1,0,0,0,0,60,38
54,3,11,9,2,2,0,4,1,0,0,40,11
38,3,15,10,2,13,0,4,1,7298,0,43,38
45,5,14,15,2,9,0,1,1,0,0,50,18
50,5,14,15,2,9,0,4,1,0,2415,30,38
22,3,15,10,4,11,1,4,0,0,0,40,38
31,3,11,9,4,4,1,4,1,0,0,40,20
27,3,11,9,0,7,1,4,1,0,0,30,38
34,3,11,9,2,2,0,4,1,0,0,40,38
46,3,1,7,4,13,3,4,1,0,0,30,38
47,3,9,13,2,11,0,4,1,0,0,60,38
36,6,8,11,2,7,0,1,1,0,0,40,38
22,3,11,9,4,5,3,4,1,0,0,40,38
51,3,11,9,2,11,0,4,1,0,2002,45,38
43,3,15,10,0,7,1,4,1,0,0,30,38
54,3,15,10,6,9,1,4,1,0,0,50,38
24,3,6,5,4,6,3,2,0,0,0,40,5
29,3,14,15,4,9,1,1,1,0,0,55,38
40,6,15,10,0,0,4,4,0,0,0,38,38
18,3,1,7,4,7,3,4,1,0,0,20,38
31,3,9,13,4,0,1,4,1,0,0,50,38
57,3,10,16,2,12,0,4,1,0,1977,40,10
32,3,12,14,4,0,1,2,0,0,0,40,38
48,3,12,14,2,3,0,4,1,0,0,40,38
24,3,15,10,2,2,0,4,1,0,0,35,38
24,3,7,12,0,7,1,4,0,0,0,22,38
24,3,8,11,2,2,0,4,1,0,0,40,12
49,1,9,13,2,9,5,4,0,7688,0,30,38
27,5,11,9,2,4,0,4,1,0,1573,70,38
37,3,15,10,0,12,4,4,0,0,0,40,38
33,3,15,10,2,2,0,4,1,0,0,60,38
19,3,15,10,4,11,3,4,1,0,0,25,38
45,3,9,13,2,3,5,4,0,0,0,40,38
54,1,12,14,0,9,1,4,0,0,0,40,38
47,3,11,9,0,2,4,4,1,0,625,40,38
22,3,15,10,3,11,3,3,0,0,0,22,5
20,3,11,9,4,7,1,4,1,0,0,40,38
36,3,6,5,2,5,0,4,1,0,0,40,38
49,-1,11,9,2,-1,0,4,1,0,0,40,38
58,5,5,4,2,13,0,4,1,0,0,40,38
20,-1,15,10,4,-1,3,4,0,0,0,40,-1
34,4,9,13,0,11,4,4,0,0,0,40,38
36,3,12,14,2,9,5,4,0,0,1977,44,38
28,1,9,13,4,0,1,2,0,4101,0,60,38
38,1,8,11,0,3,3,4,1,0,0,40,38
32,3,1,7,4,2,1,1,1,0,0,40,18
35,4,11,9,2,3,0,4,1,0,0,60,38
51,4,7,12,2,11,0,4,1,0,0,60,38
33,3,15,10,4,3,1,4,1,0,0,45,38
71,3,12,14,0,9,1,4,0,0,0,15,10
48,3,12,14,2,9,0,4,1,0,0,40,38
53,5,11,9,2,11,0,4,1,0,0,50,38
40,3,8,11,2,0,0,4,1,0,0,40,38
64,5,11,9,2,11,0,4,1,0,0,5,38
42,0,11,9,2,0,0,4,1,0,0,48,38
25,3,11,9,2,2,0,4,1,0,0,40,38
66,3,15,10,6,11,4,4,0,0,0,50,38
59,0,12,14,4,9,1,4,0,0,0,40,-1
42,5,15,10,2,3,0,4,1,0,0,55,38
24,3,11,9,4,4,4,4,1,0,0,40,38
19,3,11,9,4,5,3,4,0,0,0,25,38
26,3,15,10,4,11,3,4,0,0,0,24,38
22,3,11,9,4,7,3,2,1,0,0,30,38
33,3,15,10,2,11,0,4,1,0,0,40,38
63,3,1,7,4,4,1,4,1,0,0,12,38
20,3,15,10,4,5,1,4,1,0,0,30,38
33,3,4,3,3,2,1,4,1,0,0,40,25
57,-1,5,4,2,-1,5,4,0,1173,0,45,32
56,3,11,9,2,2,0,4,1,0,0,40,38
70,5,8,11,2,4,0,4,1,0,0,24,38
42,3,11,9,2,12,0,4,1,0,0,40,38
25,1,9,13,4,9,1,2,0,0,0,40,38
28,3,15,10,2,6,0,4,1,0,0,40,38
80,5,11,9,2,7,0,4,1,1409,0,40,38
36,3,0,6,4,13,1,2,0,0,0,40,38
37,3,12,14,2,3,0,4,1,0,0,40,38
38,3,11,9,2,0,0,4,1,0,0,60,38
52,6,11,9,5,7,1,4,0,0,0,35,38
49,3,11,9,6,0,4,4,0,0,0,40,38
30,3,11,9,2,13,0,4,1,0,0,40,38
36,3,15,10,2,11,0,2,1,7688,0,50,38
70,4,14,15,2,9,0,4,1,0,0,35,38
55,3,15,10,6,4,1,4,1,0,2258,62,38
25,3,9,13,6,3,1,4,0,0,0,40,38
59,3,11,9,2,6,5,4,0,0,0,40,21
22,3,15,10,4,2,1,4,1,0,0,40,38
41,1,7,12,5,2,1,4,1,0,0,50,38
62,3,11,9,2,3,0,4,1,0,0,45,38
54,3,11,9,4,0,2,4,0,0,0,40,38
38,3,11,9,4,7,4,2,0,0,0,40,38
52,3,11,9,2,9,0,4,1,7688,0,40,38
36,3,1,7,2,6,0,4,1,0,0,40,38
74,4,11,9,2,3,0,4,1,0,0,30,38
35,5,4,3,2,7,5,4,0,0,0,15,25
41,3,2,8,0,0,1,0,1,0,0,40,38
30,3,8,11,2,12,5,4,0,0,0,40,38
25,3,11,9,2,6,0,4,1,0,0,48,38
35,3,15,10,4,3,1,4,1,13550,0,60,38
38,3,9,13,2,3,0,4,1,15024,0,50,38
34,6,12,14,2,6,0,4,1,0,1848,40,38
48,3,12,14,2,3,0,4,1,0,0,50,38
50,5,4,3,4,12,1,1,0,0,0,15,38
19,3,11,9,4,0,3,4,0,0,0,40,38
51,3,15,10,2,11,0,4,1,0,0,40,38
39,3,9,13,0,0,4,4,1,0,0,40,38
20,3,1,7,4,7,3,4,0,0,0,40,38
17,3,1,7,4,5,3,4,1,0,0,16,38
42,3,15,10,2,11,0,4,1,0,0,50,38
25,3,15,10,4,7,2,3,0,0,0,25,6
36,3,11,9,0,0,4,4,0,0,0,40,38
65,3,10,16,6,9,1,4,0,0,0,40,38
32,5,9,13,2,6,0,4,1,0,0,70,38
33,4,9,13,4,9,1,4,1,0,0,45,38
32,6,15,10,4,12,4,2,0,0,0,20,38
25,3,11,9,2,13,0,4,1,0,0,40,38
41,1,15,10,0,10,4,4,0,0,0,40,38
44,3,11,9,2,2,0,4,1,0,0,40,38
72,3,0,6,2,7,0,4,1,2414,0,12,38
36,3,11,9,0,3,1,4,1,0,0,52,38
67,5,11,9,2,4,0,4,1,1797,0,20,38
28,3,11,9,2,13,0,4,1,4064,0,45,38
24,3,1,7,2,5,0,3,1,0,0,40,38
17,3,5,4,4,11,3,4,1,0,0,8,38
32,5,9,13,0,3,4,2,0,0,0,30,38
67,3,1,7,6,7,1,4,0,0,0,40,38
21,-1,15,10,4,-1,2,1,1,0,0,10,39
51,3,12,14,2,9,0,1,1,5013,0,40,18
32,3,3,2,4,2,1,4,1,3674,0,40,12
39,3,15,10,2,3,0,4,1,0,0,40,38
18,5,15,10,4,2,1,4,0,0,0,35,38
50,5,9,13,2,2,0,4,1,0,0,45,38
24,3,0,6,4,11,1,4,0,0,0,15,38
21,1,15,10,4,0,1,4,0,0,0,40,38
24,3,9,13,4,0,2,1,0,0,0,16,38
34,3,8,11,4,7,3,4,1,0,0,40,38
68,-1,0,6,2,-1,0,4,1,0,0,35,38
49,5,0,6,4,2,1,2,1,0,0,32,38
50,3,11,9,0,6,1,0,0,0,0,40,38
33,3,7,12,0,3,3,4,0,0,0,40,38
18,3,15,10,4,0,3,4,1,0,0,40,38
45,3,8,11,0,0,4,4,0,0,0,55,38
20,3,11,9,4,11,1,4,0,0,0,35,38
46,4,9,13,2,3,0,4,1,3103,0,37,38
64,1,11,9,6,0,1,4,0,0,0,40,38
39,3,10,16,4,9,1,4,1,0,0,45,38
35,3,11,9,4,2,1,4,1,0,0,70,38
21,3,15,10,4,7,1,4,1,0,0,32,38
29,3,7,12,4,12,1,4,1,0,0,45,38
38,6,9,13,2,3,5,2,0,0,0,30,38
45,3,11,9,0,7,4,4,0,0,0,40,38
30,5,12,14,0,9,1,1,1,0,0,50,18
41,3,15,10,2,0,5,4,0,0,0,40,38
37,3,11,9,4,2,1,1,1,0,0,40,16
45,3,9,13,2,11,0,4,1,0,1887,60,38
20,-1,11,9,4,-1,1,4,0,0,0,30,38
45,4,11,9,2,3,0,4,1,0,0,48,38
20,0,11,9,4,0,2,4,1,0,0,20,38
63,4,15,10,6,11,1,4,0,14084,0,60,38
35,5,15,10,2,3,0,4,1,0,0,40,38
24,3,9,13,2,9,0,4,1,0,0,50,38
19,3,15,10,4,13,1,4,1,0,0,50,38
23,3,11,9,4,7,3,4,1,0,0,35,38
34,3,9,13,4,9,1,4,0,0,0,45,38
23,-1,1,7,4,-1,1,2,1,0,0,40,38
36,5,4,3,2,13,0,4,1,0,0,50,25
46,3,11,9,4,5,2,4,1,0,0,5,38
38,1,9,13,2,3,0,4,1,0,0,42,38
55,1,2,8,6,0,1,4,0,0,0,40,38
27,3,15,10,4,0,2,1,1,0,0,40,18
48,3,15,10,2,2,0,4,1,0,0,45,38
35,3,11,9,0,7,3,4,0,0,0,50,38
53,3,15,10,2,2,0,2,1,7688,0,40,38
47,3,11,9,2,2,0,4,1,0,0,40,38
50,3,15,10,0,2,1,4,1,4650,0,22,38
32,3,15,10,2,11,0,4,1,0,0,40,38
40,3,11,9,2,5,0,4,1,0,0,46,38
41,3,15,10,2,11,0,4,1,0,0,50,38
47,0,9,13,0,9,1,4,1,0,0,40,38
21,3,15,10,4,11,3,2,0,0,0,25,38
45,1,12,14,2,0,0,4,1,0,0,35,38
33,3,5,4,4,7,4,2,0,0,0,14,37
68,7,15,10,3,4,4,4,0,0,0,25,38
44,3,14,15,2,3,0,4,1,0,0,55,38
49,3,0,6,2,6,0,4,1,0,0,50,38
45,3,10,16,2,9,0,4,1,0,0,40,30
41,3,15,10,2,13,0,4,1,0,1848,65,38
29,3,5,4,2,13,0,4,1,0,0,40,25
46,3,15,10,2,3,0,1,1,0,0,60,-1
19,3,11,9,4,2,2,4,1,0,0,25,25
56,3,0,6,2,5,0,4,1,0,0,40,38
55,5,11,9,2,2,0,4,1,0,0,60,38
29,3,11,9,4,2,1,4,1,0,0,50,38
21,3,11,9,4,8,1,4,0,0,0,25,38
38,3,11,9,0,2,1,4,1,0,0,40,-1
52,3,4,3,4,5,1,4,1,0,0,50,38
22,3,11,9,4,7,3,4,0,0,0,40,38
20,3,11,9,2,0,0,4,1,0,0,60,38
31,3,11,9,4,2,3,2,1,0,0,50,8
39,3,11,9,2,2,0,4,1,0,0,40,38
55,3,15,10,0,12,1,4,0,0,0,40,38
35,3,7,12,5,11,4,4,1,0,0,40,38
67,-1,11,9,2,-1,5,4,0,0,0,5,38
45,3,9,13,2,2,0,4,1,7298,0,55,38
61,3,12,14,2,3,0,4,1,0,0,60,38
18,3,11,9,4,5,3,4,1,0,0,30,38
51,6,9,13,6,0,1,4,1,0,0,40,38
37,5,11,9,2,6,0,4,1,0,0,40,38
21,-1,15,10,4,-1,3,4,0,0,0,25,38
32,3,15,10,4,7,3,4,0,0,0,38,38
48,3,11,9,5,2,4,2,1,0,0,45,38
62,3,5,4,2,13,0,4,1,0,0,53,38
21,-1,15,10,4,-1,3,4,1,0,0,40,38
28,3,11,9,4,13,1,4,1,0,0,45,38
19,3,0,6,4,5,2,4,1,0,1602,45,38
20,3,15,10,4,0,3,4,0,0,0,15,38
41,3,9,13,2,4,0,4,1,0,0,40,38
29,3,9,13,4,0,1,2,0,0,0,40,38
47,3,9,13,2,3,0,4,1,15024,0,50,38
43,6,9,13,2,9,0,4,1,0,0,37,38
20,3,15,10,4,5,2,4,1,0,0,20,38
29,3,9,13,2,3,0,2,1,0,0,55,38
51,0,9,13,6,9,1,2,0,0,0,40,38
40,3,8,11,2,2,0,4,1,0,0,40,38
26,3,4,3,4,13,1,4,1,0,0,40,25
30,3,9,13,4,9,3,4,0,0,0,40,38
36,3,11,9,6,7,1,4,0,0,0,40,38
68,1,11,9,6,10,1,4,1,0,1668,20,38
42,3,15,10,4,12,1,4,0,0,0,40,38
41,3,11,9,2,5,0,4,1,0,0,40,38
43,3,9,13,2,3,0,4,1,0,0,45,38
20,3,15,10,4,5,3,4,1,0,0,20,38
43,3,9,13,0,12,3,4,1,0,0,40,38
53,3,11,9,2,11,0,4,1,15024,0,60,38
45,3,15,10,2,9,0,4,1,0,0,40,38
39,3,11,9,4,4,4,4,1,0,0,40,38
31,1,12,14,2,9,0,4,1,0,0,45,38
23,3,15,10,4,11,2,1,1,0,0,25,29
69,-1,11,9,0,-1,1,4,0,2964,0,35,38
38,6,12,14,0,0,1,4,0,0,0,40,38
37,5,11,9,2,13,0,4,1,0,0,45,4
18,3,11,9,4,6,2,4,0,0,0,40,38
41,5,11,9,2,3,0,4,1,0,0,45,25
30,3,9,13,2,11,5,4,0,3103,0,55,38
23,-1,7,12,2,-1,0,4,1,0,0,20,38
26,3,9,13,4,9,3,4,1,0,0,30,38
37,3,11,9,2,2,0,4,1,0,0,40,38
25,3,15,10,4,12,1,2,0,2174,0,50,38
33,3,15,10,2,9,0,4,1,0,0,40,28
37,3,9,13,2,3,0,4,1,15024,0,40,38
31,3,9,13,4,12,1,4,1,0,0,40,38
27,3,15,10,2,3,0,4,1,0,0,80,38
35,3,12,14,2,11,0,4,1,0,0,40,38
28,5,15,10,2,0,5,4,0,0,0,30,38
59,3,11,9,4,0,1,4,1,0,0,50,12
42,3,9,13,2,9,0,4,1,0,0,40,38
50,3,11,9,2,13,0,4,1,0,0,40,38
27,-1,7,12,4,-1,1,4,0,0,0,45,38
32,3,15,10,0,6,4,4,0,0,0,40,38
27,3,11,9,5,2,4,2,1,0,0,40,38
43,3,9,13,0,6,2,4,1,0,0,40,38
46,3,1,7,0,9,4,0,1,0,0,40,38
41,3,15,10,2,11,0,4,1,0,0,50,38
59,1,12,14,0,9,4,4,0,8614,0,60,38
20,3,15,10,4,11,3,4,0,0,0,30,38
57,3,9,13,2,3,0,4,1,0,0,40,-1
46,5,11,9,2,4,0,4,1,4386,0,70,38
45,3,5,4,2,6,0,2,1,0,0,40,38
29,1,11,9,4,5,4,1,1,0,1590,45,38
23,3,1,7,2,5,0,4,1,0,0,40,25
46,3,11,9,4,13,1,4,1,0,1590,48,38
55,-1,11,9,2,-1,0,4,1,0,0,50,38
58,3,15,10,2,2,0,4,1,0,0,40,38
38,3,8,11,4,3,2,1,0,0,0,40,38
29,3,15,10,4,11,2,4,1,0,0,50,38
57,-1,11,9,0,-1,3,1,1,0,0,20,38
26,1,9,13,4,9,1,4,0,0,0,40,38
42,3,9,13,2,0,0,1,1,0,0,40,29
61,3,11,9,5,13,4,1,1,0,0,45,38
31,3,15,10,2,11,0,4,1,15024,0,45,38
43,3,11,9,0,6,3,4,1,0,0,40,38
47,3,9,13,2,2,0,4,1,15024,0,50,38
51,6,11,9,2,2,0,4,1,0,0,56,38
23,3,11,9,4,5,1,4,1,0,0,40,38
24,3,11,9,4,6,4,4,0,0,0,40,38
25,3,15,10,4,0,1,4,1,0,0,38,-1
22,-1,15,10,4,-1,3,4,1,0,0,40,38
38,3,8,11,2,2,0,4,1,0,0,50,38
48,3,11,9,2,5,5,4,0,0,0,16,38
33,3,11,9,4,2,1,4,1,0,0,30,38
46,3,12,14,2,3,0,4,1,0,0,55,-1
18,3,5,4,4,7,2,1,0,0,0,40,29
52,3,11,9,2,2,0,4,1,0,0,40,38
46,3,9,13,2,9,0,4,1,0,1848,45,38
28,3,11,9,4,9,1,4,1,0,0,40,38
37,3,15,10,4,7,2,1,1,0,0,30,39
23,-1,15,10,4,-1,1,4,0,0,0,15,38
45,1,12,14,2,9,0,4,1,0,0,50,38
17,3,0,6,4,11,3,4,0,0,0,16,38
56,3,12,14,2,9,0,4,1,0,0,40,38
38,4,7,12,0,3,4,4,1,0,0,45,38
81,3,5,4,2,13,0,4,1,0,0,10,38
22,3,15,10,4,6,3,4,0,0,0,30,38
43,6,15,10,0,0,4,4,0,0,0,40,38
31,3,7,12,2,0,5,4,0,0,1740,40,38
42,5,9,13,2,9,0,4,1,0,1887,40,38
66,-1,15,10,2,-1,0,4,1,0,0,50,38
50,3,11,9,2,13,0,4,1,0,0,40,38
31,3,15,10,5,5,1,4,1,0,0,40,38
35,3,15,10,0,3,1,4,0,0,0,40,38
21,-1,15,10,4,-1,3,4,0,0,0,35,38
36,3,9,13,5,7,4,2,0,0,0,35,38
33,3,5,4,2,4,0,4,1,0,0,40,25
36,3,9,13,0,9,4,2,0,0,213,40,38
37,-1,11,9,2,-1,0,4,1,0,0,55,38
50,3,11,9,4,5,3,4,1,0,0,25,38
55,3,15,10,2,9,0,4,1,0,0,40,38
29,3,11,9,0,6,4,4,0,0,0,40,38
24,3,15,10,4,7,2,2,0,0,0,30,13
39,0,15,10,0,0,1,4,1,0,0,40,38
34,3,9,13,4,11,1,4,1,0,0,40,38
29,3,5,4,0,2,4,4,0,0,0,55,38
60,3,15,10,2,2,0,3,1,0,0,32,38
33,3,12,14,2,3,5,4,0,0,0,50,38
58,3,6,5,4,5,3,4,1,0,0,40,7
27,3,15,10,5,11,1,4,1,0,0,40,38
46,6,15,10,0,10,4,0,0,0,0,40,38
63,3,11,9,0,10,1,4,1,0,0,40,38
38,5,15,10,0,7,4,4,0,0,0,40,38
23,3,15,10,4,2,3,4,1,0,0,15,38
29,3,9,13,4,9,1,4,0,8614,0,40,38
31,3,14,15,2,9,5,4,0,0,0,60,38
49,4,11,9,2,3,0,4,1,0,0,40,38
45,4,10,16,2,9,0,4,1,0,0,60,38
42,3,6,5,2,13,0,4,1,0,0,40,38
48,3,11,9,2,6,0,4,1,0,0,40,38
33,3,11,9,2,2,0,4,1,0,0,40,38
24,3,15,10,4,0,3,4,1,0,0,40,38
49,5,15,10,2,11,0,4,1,0,0,50,38
40,3,15,10,2,6,0,4,1,2580,0,40,38
57,3,8,11,2,9,0,4,1,0,1902,45,38
50,3,11,9,0,0,1,4,0,0,0,40,38
46,3,9,13,2,3,0,4,1,15024,0,55,38
35,5,15,10,2,3,0,4,1,3908,0,60,38
19,3,15,10,4,7,3,4,0,0,0,20,38
18,3,0,6,4,7,3,4,0,0,0,28,38
20,3,11,9,4,2,1,4,1,0,0,40,38
42,3,11,9,0,13,1,4,1,0,0,40,38
46,3,11,9,2,6,0,1,1,0,0,40,0
40,0,11,9,2,0,5,4,0,0,0,20,38
54,3,12,14,2,3,0,1,1,0,0,45,38
28,3,11,9,2,2,0,4,1,0,0,45,38
38,3,15,10,2,2,0,4,1,0,0,40,38
28,3,15,10,4,8,1,4,0,0,0,40,38
22,3,1,7,4,2,3,4,1,0,0,40,38
31,3,9,13,2,3,0,4,1,0,0,50,38
27,3,11,9,2,2,0,4,1,0,0,40,38
45,3,9,13,2,9,0,4,1,0,0,42,38
38,3,9,13,2,3,0,4,1,0,0,40,38
67,5,7,12,2,3,5,4,0,20051,0,4,38
75,3,12,14,4,10,1,4,1,0,0,16,38
41,3,12,14,0,3,4,2,0,0,0,60,38
37,3,9,13,2,11,0,4,1,0,0,60,38
47,3,11,9,4,3,3,4,0,0,0,50,4
34,1,9,13,2,9,0,4,1,0,0,45,25
25,3,11,9,2,2,3,4,1,0,0,40,38
52,3,11,9,6,0,1,4,0,0,0,40,38
27,6,11,9,4,10,3,4,1,2174,0,40,38
35,3,11,9,4,4,1,3,1,0,0,40,32
44,1,2,8,2,7,2,4,0,0,0,35,25
27,1,11,9,2,3,0,4,1,0,0,80,38
42,3,15,10,4,12,1,4,1,0,0,33,38
26,3,6,5,4,7,3,4,0,0,0,38,7
23,3,11,9,4,9,1,4,1,0,0,40,1
28,3,11,9,4,9,1,0,0,0,0,40,38
38,5,11,9,2,2,0,4,1,0,0,50,38
28,3,15,10,4,2,3,4,1,0,0,50,38
29,3,11,9,4,0,2,4,0,0,0,40,38
56,5,6,5,2,3,2,4,1,3411,0,50,3
23,-1,9,13,4,-1,1,1,1,0,0,35,38
30,3,15,10,4,3,3,2,0,0,0,40,38
48,3,15,10,2,5,0,4,1,0,0,40,38
45,5,15,10,2,3,0,1,1,0,0,72,-1
38,3,12,14,2,3,0,4,1,0,0,60,4
24,3,11,9,4,5,2,4,1,0,0,40,38
47,6,10,16,2,9,0,4,1,0,0,40,38
22,3,11,9,4,7,1,4,0,0,0,48,-1
29,3,15,10,4,9,2,4,0,0,0,40,38
45,3,7,12,0,2,1,4,1,0,0,40,38
24,3,11,9,4,2,3,4,1,0,0,40,38
40,3,11,9,2,6,0,4,1,0,0,40,38
28,1,6,5,2,2,0,2,1,0,0,40,37
46,0,9,13,0,9,4,4,0,0,0,50,38
34,-1,15,10,2,-1,5,4,0,0,0,4,38
32,3,15,10,2,6,0,4,1,0,0,40,38
20,3,11,9,4,11,1,4,1,0,0,40,38
23,3,15,10,4,7,4,4,1,0,0,35,25
46,3,11,9,2,7,0,4,1,0,0,40,38
21,3,11,9,4,11,3,4,0,0,0,35,38
59,3,12,14,2,3,0,1,1,0,0,40,38
31,3,15,10,2,9,0,4,1,0,0,50,38
48,3,15,10,0,3,1,4,0,0,0,40,38
34,3,5,4,2,13,0,4,1,0,0,40,38
19,3,15,10,4,7,3,4,1,0,0,25,38
20,3,15,10,4,11,3,4,1,0,0,35,38
29,3,9,13,4,9,3,4,1,0,0,50,38
54,3,15,10,2,2,0,4,1,0,0,40,38
36,3,11,9,2,2,0,4,1,0,0,52,38
43,3,9,13,4,11,1,4,1,0,0,50,38
46,0,9,13,2,12,0,4,1,3103,0,40,38
33,3,12,14,2,9,0,4,1,0,0,45,38
33,3,0,6,0,7,4,4,0,0,0,45,38
36,3,15,10,2,13,0,4,1,0,0,40,38
37,3,11,9,2,5,0,4,1,5178,0,40,38
37,-1,8,11,2,-1,0,4,1,0,0,54,38
64,-1,2,8,2,-1,0,4,1,0,0,24,38
45,5,11,9,2,2,0,4,1,0,0,60,38
25,3,9,13,4,0,1,4,0,0,0,40,38
28,3,8,11,2,6,0,4,1,0,0,40,38
26,3,11,9,4,0,3,4,0,2354,0,40,38
23,3,11,9,4,8,3,4,1,0,0,40,38
24,3,11,9,4,3,1,4,0,0,0,40,38
58,5,15,10,0,9,1,4,0,0,0,40,38
36,3,8,11,0,12,4,4,0,0,0,40,38
46,3,15,10,2,11,0,4,1,0,0,50,38
23,-1,5,4,4,-1,1,4,0,0,0,40,25
32,3,15,10,2,11,0,4,1,4386,0,50,38
26,3,11,9,4,7,4,2,1,0,0,40,38
52,3,4,3,4,5,1,4,0,0,0,40,38
19,3,11,9,4,7,1,4,0,0,0,45,38
33,3,9,13,2,9,0,4,1,0,0,60,38
60,3,11,9,2,2,0,4,1,0,0,40,38
39,3,15,10,0,3,1,4,1,0,0,38,38
45,3,9,13,0,3,1,4,1,0,0,45,38
37,1,15,10,3,0,4,2,0,0,0,40,38
29,3,7,12,4,12,3,4,1,0,0,40,38
53,3,15,10,2,2,0,4,1,0,0,66,38
46,6,15,10,2,3,0,4,1,0,1740,40,38
20,3,15,10,4,13,3,4,1,0,0,40,38
39,3,12,14,4,9,3,4,0,0,0,40,38
48,3,15,10,2,9,5,4,0,7298,0,40,38
38,3,11,9,2,2,0,2,1,4386,0,48,38
36,3,11,9,2,2,0,4,1,0,0,45,38
53,3,5,4,0,6,4,2,0,0,0,56,38
29,3,11,9,4,2,1,4,1,0,1974,35,38
64,3,5,4,2,0,0,4,1,2580,0,50,38
34,3,15,10,2,3,0,4,1,0,0,50,38
36,-1,11,9,2,-1,0,4,1,0,0,40,38
41,1,9,13,0,9,4,4,0,0,0,40,38
34,3,11,9,0,3,4,4,0,0,0,38,38
68,-1,6,5,2,-1,0,4,1,0,0,2,38
37,3,9,13,2,9,0,3,1,0,0,50,-1
22,3,15,10,2,12,0,4,1,0,0,40,38
43,3,2,8,2,2,0,4,1,0,0,40,38
19,-1,15,10,4,-1,2,4,0,0,0,30,38
36,3,15,10,4,3,1,4,1,0,0,40,38
47,3,11,9,2,11,0,4,1,0,0,55,38
25,3,8,11,4,7,2,1,0,0,0,40,-1
33,3,15,10,5,6,1,4,1,0,0,40,38
27,3,15,10,4,6,2,4,0,0,0,40,38
33,3,15,10,4,12,1,4,1,0,0,70,38
24,3,11,9,2,13,3,4,0,0,0,40,38
47,1,15,10,0,9,1,4,0,0,0,40,38
48,4,0,6,2,3,0,4,1,0,0,40,38
28,3,11,9,2,11,0,4,1,0,0,50,38
33,1,9,13,2,9,0,4,1,0,0,40,38
44,3,9,13,2,6,0,4,1,0,1977,40,38
33,1,8,11,4,10,1,4,1,0,0,56,38
26,3,15,10,4,0,1,4,0,0,0,25,38
22,3,8,11,4,3,3,4,1,0,0,40,38
