city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
5,0.92,0,0,2,0,5,21,3,5,0,98
4,0.804,-1,0,2,2,5,21,4,5,1,2
5,0.92,1,0,2,2,5,11,-1,-1,0,33
70,0.939,1,1,2,3,5,21,5,2,4,106
5,0.92,1,1,0,2,5,6,0,5,0,10
5,0.92,1,0,2,0,5,21,-1,-1,4,129
11,0.55,0,0,2,2,5,2,1,5,5,51
109,0.847,-1,0,2,0,5,15,7,5,0,67
48,0.91,-1,0,2,0,5,21,7,5,4,99
36,0.727,1,0,0,1,-1,0,4,1,5,23
5,0.92,1,0,2,0,5,21,4,1,0,151
5,0.92,1,0,2,2,2,21,-1,-1,1,84
5,0.92,-1,0,2,0,5,21,3,2,1,242
5,0.92,1,0,2,0,5,16,3,5,1,220
5,0.92,1,0,2,0,5,21,0,5,5,31
48,0.91,-1,1,2,2,2,4,-1,-1,5,62
95,0.855,1,0,2,0,5,16,0,5,2,12
14,0.789,-1,0,0,2,5,19,0,5,3,6
64,0.624,-1,0,2,0,5,6,1,5,3,22
50,0.767,1,1,0,0,5,14,-1,-1,0,13
5,0.92,-1,1,0,0,5,13,3,-1,0,25
5,0.92,-1,0,2,2,5,17,4,5,1,168
13,0.926,-1,0,2,2,5,21,1,5,4,24
102,0.579,-1,0,2,0,5,19,-1,-1,0,2
30,0.897,1,0,2,2,5,10,0,5,4,42
64,0.624,0,0,1,0,5,9,0,-1,5,38
5,0.92,1,0,0,0,5,1,2,5,1,90
5,0.92,0,0,2,0,5,21,7,5,0,7
64,0.624,-1,0,2,0,5,17,3,4,0,40
48,0.91,1,0,2,0,5,5,1,5,0,156
5,0.92,1,0,2,0,5,8,4,5,4,41
5,0.92,1,0,2,0,5,13,4,5,0,194
95,0.855,1,0,2,0,5,3,-1,-1,0,95
5,0.92,0,1,2,2,2,11,2,4,1,72
64,0.624,1,1,0,0,5,11,-1,-1,5,146
48,0.91,-1,0,2,0,5,14,0,-1,1,7
61,0.682,1,0,2,0,5,6,1,5,4,85
13,0.926,1,0,2,1,-1,5,1,5,4,74
48,0.91,1,0,2,2,5,4,-1,-1,1,12
64,0.624,-1,1,2,0,5,11,2,5,-1,15
5,0.92,1,0,0,0,5,18,-1,2,1,21
5,0.92,1,0,2,2,5,21,6,5,4,12
13,0.926,1,0,2,0,5,21,3,5,4,26
89,0.866,1,0,2,0,5,3,1,0,2,62
5,0.92,1,0,2,0,2,17,4,5,1,79
64,0.624,-1,1,0,1,-1,20,-1,-1,5,111
5,0.92,1,0,2,2,1,11,1,5,0,30
64,0.624,1,0,2,0,5,15,6,5,0,22
64,0.624,1,0,2,2,5,21,6,5,4,72
51,0.903,1,0,2,0,2,16,4,1,5,71
4,0.804,1,0,2,0,5,6,-1,-1,0,64
103,0.939,1,0,2,1,-1,15,7,5,0,12
49,0.92,1,0,2,0,5,21,1,5,1,51
5,0.92,-1,0,2,0,5,21,-1,-1,4,50
13,0.926,1,0,2,1,-1,14,7,1,0,96
64,0.624,1,0,0,2,5,17,7,0,1,119
2,0.887,1,0,2,0,5,8,4,3,4,105
48,0.91,1,0,2,0,3,5,4,5,4,22
41,0.6890000000000001,1,1,0,1,-1,11,-1,-1,5,12
64,0.624,-1,1,0,1,-1,0,-1,-1,5,100
4,0.804,1,0,2,0,5,1,7,5,0,112
42,0.698,-1,0,0,1,-1,2,3,4,4,15
74,0.893,1,0,2,2,5,21,1,5,0,82
103,0.939,1,0,2,0,5,2,-1,-1,1,18
104,0.698,-1,0,2,2,5,0,0,5,-1,29
5,0.92,1,0,2,0,5,18,4,5,1,100
5,0.92,0,1,2,0,5,14,-1,5,0,36
5,0.92,0,0,2,0,5,0,5,-1,5,9
30,0.897,1,0,1,0,4,0,4,-1,0,222
5,0.92,1,0,2,0,5,12,3,5,1,48
64,0.624,1,1,1,0,5,14,0,1,-1,112
48,0.91,1,0,1,0,5,19,3,5,1,51
4,0.804,1,0,2,0,5,4,-1,-1,1,18
5,0.92,1,0,2,0,5,7,-1,4,0,278
102,0.579,1,0,2,0,5,3,4,5,4,5
24,0.527,1,0,2,0,5,17,-1,-1,0,25
5,0.92,0,0,2,0,5,11,4,5,0,79
101,0.754,-1,0,2,0,5,6,1,5,3,90
121,0.949,1,0,2,2,5,8,7,5,0,134
95,0.855,-1,0,2,2,5,19,4,1,0,112
35,0.763,1,0,2,0,5,19,4,5,4,146
91,0.913,-1,0,2,2,5,3,-1,-1,0,52
64,0.624,-1,0,0,0,5,11,0,4,1,80
99,0.884,-1,0,0,0,5,2,4,5,0,10
101,0.754,-1,0,1,1,-1,5,-1,-1,0,23
70,0.939,-1,1,2,2,1,21,3,5,4,42
5,0.92,1,0,2,0,5,4,3,5,2,46
30,0.897,1,1,2,2,5,1,-1,-1,1,39
70,0.939,1,0,2,1,-1,16,3,5,0,48
6,0.924,1,1,0,0,4,4,-1,-1,0,29
5,0.92,1,1,2,4,-1,20,-1,5,5,39
49,0.92,0,0,2,0,5,21,1,5,3,42
49,0.92,-1,1,-1,0,5,14,-1,-1,-1,312
48,0.91,1,0,2,2,5,21,2,5,0,150
70,0.939,-1,0,0,2,5,10,1,5,3,134
5,0.92,-1,0,2,2,5,21,5,5,3,18
64,0.624,1,1,0,1,-1,15,-1,-1,5,20
47,0.843,1,0,2,0,5,5,1,0,1,22
13,0.926,1,1,1,1,-1,19,-1,-1,5,13
5,0.92,1,1,2,4,-1,0,-1,5,5,57
4,0.804,0,1,0,1,-1,14,-1,-1,5,144
103,0.939,1,0,2,0,5,6,-1,-1,4,50
64,0.624,1,0,0,0,5,11,7,5,1,62
103,0.939,1,0,2,0,5,14,1,-1,0,36
5,0.92,2,0,2,0,5,13,4,-1,0,10
48,0.91,1,1,2,-1,-1,0,-1,-1,5,202
13,0.926,0,0,2,0,5,21,1,5,1,40
30,0.897,-1,1,0,0,5,14,-1,-1,0,13
13,0.926,1,0,0,2,5,4,0,4,1,80
11,0.55,0,0,2,0,5,14,5,5,5,55
5,0.92,0,1,0,0,5,13,-1,-1,5,109
13,0.926,1,0,2,0,5,3,7,5,0,19
13,0.926,0,1,2,2,1,14,0,5,1,53
13,0.926,-1,1,2,0,5,17,4,5,5,34
99,0.884,1,0,2,0,5,12,-1,-1,4,4
13,0.926,1,1,2,3,5,21,6,4,4,33
5,0.92,1,0,2,0,5,15,3,5,2,23
94,0.802,-1,1,0,2,5,13,-1,-1,-1,302
13,0.926,1,0,2,2,5,6,5,5,0,46
99,0.884,-1,0,2,2,5,13,4,5,0,70
64,0.624,1,0,0,0,5,14,1,2,0,43
5,0.92,1,0,2,0,4,15,7,5,0,214
56,0.7759999999999999,1,1,0,0,5,14,-1,-1,5,52
10,0.701,1,0,2,2,5,7,-1,-1,0,150
11,0.55,1,0,2,0,5,11,1,5,0,55
13,0.926,-1,0,2,0,5,8,7,5,4,76
49,0.92,1,0,2,0,5,21,-1,-1,4,152
14,0.789,1,1,0,0,5,13,-1,-1,1,47
89,0.866,1,0,2,2,5,6,3,5,5,17
5,0.92,0,0,1,0,5,7,1,3,2,14
48,0.91,-1,0,2,2,5,18,1,5,0,60
48,0.91,1,0,2,0,5,21,4,5,4,135
74,0.893,1,0,1,0,5,19,7,5,0,113
64,0.624,-1,1,0,0,5,14,-1,-1,0,15
82,0.89,1,0,2,1,-1,7,1,3,1,39
38,0.84,-1,0,2,0,5,13,1,4,-1,8
99,0.884,1,0,2,2,5,21,-1,-1,4,51
64,0.624,-1,1,0,1,-1,11,-1,-1,5,116
91,0.913,1,0,2,2,5,14,1,2,0,22
48,0.91,1,0,2,3,4,21,4,5,4,248
48,0.91,1,0,2,0,5,21,-1,5,2,28
48,0.91,1,0,2,0,5,8,1,5,1,26
55,0.878,1,0,2,0,5,11,1,5,0,59
48,0.91,-1,1,2,1,-1,21,-1,-1,4,26
48,0.91,1,0,2,2,5,21,3,5,0,62
120,0.925,1,0,-1,-1,-1,13,-1,-1,0,80
5,0.92,1,0,2,0,5,2,4,-1,0,55
64,0.624,-1,0,2,0,5,14,3,5,1,31
6,0.924,-1,0,0,0,5,21,2,2,4,60
5,0.92,1,1,0,-1,-1,-1,-1,-1,-1,21
95,0.855,1,1,1,0,5,14,1,5,0,78
36,0.727,1,0,0,0,5,14,1,4,0,31
50,0.767,-1,0,2,0,5,18,0,0,0,12
95,0.855,1,0,2,2,5,16,4,5,0,42
5,0.92,1,0,2,0,5,21,-1,-1,4,109
99,0.884,1,1,0,2,5,19,-1,-1,0,100
70,0.939,1,0,2,2,5,18,2,2,2,60
5,0.92,-1,1,0,0,5,15,-1,-1,5,34
26,0.8270000000000001,1,0,2,2,5,21,-1,-1,0,156
65,0.899,0,0,2,0,5,18,4,5,0,100
101,0.754,1,0,2,0,5,2,4,5,0,8
48,0.91,1,1,0,2,5,15,-1,5,5,21
93,0.6659999999999999,1,1,0,1,-1,11,-1,-1,5,44
49,0.92,1,0,2,0,2,21,0,0,4,64
37,0.74,-1,0,2,0,5,19,1,5,-1,4
64,0.624,1,0,2,0,5,18,1,5,0,112
104,0.698,1,0,2,2,5,5,7,4,0,21
43,0.698,1,0,2,0,5,5,-1,-1,4,17
5,0.92,1,1,2,0,5,21,-1,-1,0,76
49,0.92,1,0,2,0,5,18,1,5,2,86
64,0.624,-1,0,2,0,5,17,5,5,0,108
55,0.878,1,0,2,2,5,21,3,5,4,222
64,0.624,1,0,1,0,5,19,4,5,0,114
5,0.92,1,0,2,0,2,21,4,5,3,5
42,0.698,1,0,2,1,-1,14,7,5,0,34
115,0.743,-1,0,0,0,5,15,7,5,5,69
103,0.939,1,0,2,0,5,1,0,5,0,42
103,0.939,-1,0,2,0,5,17,0,5,0,170
13,0.926,-1,0,2,0,5,13,4,5,0,334
6,0.924,-1,1,1,2,5,1,-1,-1,3,25
5,0.92,1,0,2,0,5,21,3,5,0,170
5,0.92,0,0,2,0,5,21,1,5,0,90
50,0.767,1,0,2,0,5,18,7,0,0,165
64,0.624,-1,0,-1,0,5,14,1,5,3,63
101,0.754,1,0,2,1,-1,14,-1,-1,0,76
5,0.92,0,0,2,0,5,17,5,-1,0,3
49,0.92,-1,0,2,0,5,21,0,5,0,33
64,0.624,-1,0,1,0,5,15,-1,-1,0,13
97,0.647,1,1,0,2,5,14,-1,-1,0,36
13,0.926,1,0,2,-1,-1,21,4,5,4,14
5,0.92,0,1,2,0,0,14,4,5,0,20
101,0.754,-1,1,0,1,-1,11,-1,-1,1,41
5,0.92,0,0,2,2,5,16,3,5,0,101
47,0.843,-1,1,0,0,5,0,-1,-1,5,40
51,0.903,-1,0,0,0,-1,15,4,5,1,77
13,0.926,1,1,2,1,-1,14,-1,-1,5,29
64,0.624,1,1,0,0,5,11,-1,-1,5,37
38,0.84,1,0,2,2,5,17,0,1,0,100
64,0.624,-1,1,0,1,-1,16,-1,-1,3,188
49,0.92,1,0,2,0,4,5,4,5,0,46
6,0.924,1,0,2,0,5,4,0,5,5,47
70,0.939,1,0,2,2,5,6,-1,-1,4,43
5,0.92,1,0,2,2,5,7,3,5,4,29
5,0.92,1,0,2,0,5,8,4,5,3,165
70,0.939,1,0,0,0,5,17,-1,-1,1,59
64,0.624,1,1,2,1,-1,11,-1,-1,5,100
105,0.83,1,0,2,4,-1,4,2,5,1,2
5,0.92,1,0,2,2,2,21,5,5,0,78
64,0.624,1,0,2,0,5,13,1,5,5,79
5,0.92,-1,0,2,2,5,7,5,5,-1,57
48,0.91,1,0,2,2,5,1,2,5,0,50
94,0.802,1,0,2,0,5,7,-1,-1,3,23
64,0.624,1,1,2,2,5,11,-1,-1,0,37
2,0.887,1,1,2,0,4,11,-1,-1,0,24
49,0.92,0,0,2,2,5,4,2,4,4,28
93,0.6659999999999999,1,1,0,1,-1,14,-1,-1,0,41
5,0.92,1,0,2,0,5,1,4,5,4,125
65,0.899,1,0,2,2,2,14,7,0,1,53
5,0.92,1,0,2,2,5,21,3,5,4,32
64,0.624,-1,0,2,0,5,13,4,5,0,38
91,0.913,1,1,0,1,-1,3,-1,-1,4,83
21,0.738,-1,0,2,0,5,14,0,5,-1,23
48,0.91,1,0,2,3,5,1,7,1,0,10
64,0.624,-1,1,0,0,5,11,-1,5,5,11
5,0.92,-1,0,2,0,5,21,1,2,-1,206
5,0.92,0,0,2,2,2,11,3,2,0,56
101,0.754,1,0,0,0,5,17,-1,-1,0,22
5,0.92,2,1,0,0,2,13,-1,-1,0,14
122,0.915,-1,0,2,0,5,14,7,0,0,69
11,0.55,-1,0,2,0,5,15,-1,-1,0,138
48,0.91,1,0,2,2,5,17,7,0,0,22
49,0.92,1,0,2,0,5,21,1,5,0,36
2,0.887,1,0,2,2,5,15,4,-1,1,30
30,0.897,1,0,2,3,5,21,1,4,4,55
19,0.78,1,0,2,0,5,16,1,5,1,165
64,0.624,1,0,2,0,5,13,5,1,0,20
13,0.926,1,0,2,0,5,7,4,1,0,134
64,0.624,1,1,1,-1,-1,11,4,5,0,304
103,0.939,1,0,2,1,-1,21,3,5,4,116
64,0.624,1,0,2,0,5,0,7,0,0,9
103,0.939,1,0,2,0,5,16,-1,5,4,41
64,0.624,1,0,2,2,5,16,-1,-1,0,56
5,0.92,1,0,1,0,5,21,6,5,4,47
24,0.527,1,0,2,0,5,13,2,4,0,62
113,0.698,1,0,1,2,1,11,1,5,0,134
103,0.939,1,0,2,2,5,12,-1,-1,0,84
64,0.624,0,0,2,2,5,20,2,5,5,39
48,0.91,1,0,2,2,5,17,4,0,1,206
64,0.624,-1,1,2,0,5,15,4,5,4,43
31,0.836,-1,1,0,0,5,4,-1,-1,0,16
42,0.698,2,1,0,0,5,11,4,5,0,31
5,0.92,-1,0,2,2,5,4,3,5,0,50
31,0.836,-1,0,2,0,5,10,3,5,5,13
64,0.624,-1,0,2,0,5,19,-1,-1,1,28
31,0.836,-1,1,-1,0,4,13,-1,-1,5,47
64,0.624,-1,1,1,0,5,13,-1,-1,0,56
4,0.804,1,0,2,0,5,21,4,1,0,108
5,0.92,1,0,2,0,2,17,4,5,1,23
5,0.92,1,1,0,1,-1,14,-1,-1,3,35
66,0.698,1,1,0,0,5,19,-1,-1,5,5
5,0.92,1,0,2,0,5,16,0,0,2,58
5,0.92,0,0,2,0,2,15,1,1,2,138
13,0.926,1,0,1,0,5,15,7,5,1,27
70,0.939,-1,1,-1,0,5,0,3,-1,5,11
83,0.762,-1,1,0,0,5,16,-1,-1,5,22
5,0.92,1,0,2,0,5,19,3,5,4,14
13,0.926,-1,1,0,1,-1,0,4,5,0,17
31,0.836,1,1,2,2,5,21,2,5,1,188
5,0.92,1,0,2,2,5,21,1,5,0,5
91,0.913,1,0,2,0,5,10,4,5,0,86
5,0.92,1,1,0,1,-1,11,-1,-1,5,57
33,0.698,-1,0,0,2,5,2,-1,-1,1,13
70,0.939,1,1,0,1,-1,11,-1,-1,5,52
15,0.743,-1,0,2,2,5,17,4,5,1,4
70,0.939,1,1,1,1,-1,11,1,5,0,13
5,0.92,0,0,2,0,5,15,7,1,1,103
5,0.92,1,1,0,1,-1,19,-1,-1,0,59
95,0.855,1,1,0,-1,-1,11,-1,-1,5,87
5,0.92,2,1,2,4,-1,11,0,-1,0,103
49,0.92,1,1,2,2,5,20,4,5,0,9
37,0.74,1,0,2,0,5,8,4,1,1,54
5,0.92,2,1,2,0,5,21,4,1,2,70
47,0.843,1,0,2,0,5,3,4,5,4,35
13,0.926,1,0,2,2,5,21,5,5,1,57
56,0.7759999999999999,1,1,0,0,5,11,-1,-1,5,9
64,0.624,1,1,2,4,-1,20,-1,-1,5,132
48,0.91,1,0,2,0,5,21,5,5,4,12
94,0.802,1,0,0,0,5,17,4,5,5,55
93,0.6659999999999999,1,0,2,-1,-1,15,4,5,0,57
6,0.924,-1,1,2,0,5,21,-1,-1,4,12
120,0.925,1,0,0,0,5,8,1,5,0,48
49,0.92,1,1,2,4,-1,13,-1,-1,5,138
48,0.91,1,0,2,0,5,8,1,5,4,20
117,0.691,-1,1,0,0,5,11,-1,-1,-1,31
5,0.92,1,0,2,0,5,6,1,5,2,61
117,0.691,-1,0,2,0,4,16,0,1,0,78
2,0.887,1,0,0,0,5,15,0,4,0,34
112,0.923,1,0,2,2,2,15,4,5,1,80
5,0.92,1,0,2,0,5,21,4,5,4,24
116,0.698,1,0,2,2,5,19,4,5,3,50
11,0.55,1,0,2,2,5,6,1,5,2,9
74,0.893,1,0,2,2,5,21,7,5,0,46
64,0.624,1,1,2,1,-1,0,-1,-1,5,28
86,0.74,1,1,0,0,5,15,-1,-1,0,326
31,0.836,1,0,2,0,5,7,1,5,3,39
70,0.939,1,1,2,2,5,10,6,5,4,22
64,0.624,1,1,2,1,-1,11,-1,-1,5,17
64,0.624,1,1,0,0,5,14,-1,-1,0,132
95,0.855,1,0,2,2,5,21,2,5,1,3
66,0.698,1,0,2,3,5,10,4,5,0,23
5,0.92,1,0,2,0,5,21,4,5,4,148
49,0.92,2,1,1,0,0,20,2,5,1,112
64,0.624,1,0,2,0,5,0,4,5,0,5
64,0.624,1,0,0,0,5,13,-1,-1,0,270
94,0.802,1,1,0,0,5,17,-1,-1,5,6
5,0.92,1,0,2,0,5,19,3,5,3,28
5,0.92,0,0,2,0,5,6,3,2,4,51
65,0.899,-1,0,2,0,5,1,5,5,1,204
64,0.624,1,1,2,0,5,16,-1,-1,0,147
48,0.91,1,0,2,2,5,18,1,5,0,10
11,0.55,-1,0,2,0,5,0,4,5,0,116
64,0.624,-1,1,2,0,5,14,3,5,0,28
5,0.92,1,1,0,1,-1,14,-1,2,0,332
64,0.624,-1,0,2,0,5,19,2,5,0,109
48,0.91,-1,0,2,0,5,13,2,5,0,54
1,0.895,2,1,-1,-1,-1,11,-1,-1,5,83
5,0.92,1,0,2,2,5,10,1,1,4,37
114,0.925,1,0,2,0,5,8,4,5,0,8
94,0.802,1,0,2,1,-1,3,1,5,0,4
121,0.949,1,0,0,0,5,1,-1,-1,2,27
95,0.855,1,1,2,1,-1,13,-1,-1,5,31
5,0.92,1,0,2,0,5,9,3,5,4,28
85,0.8959999999999999,1,0,2,0,5,8,4,5,4,40
30,0.897,-1,1,0,0,5,14,-1,-1,0,22
64,0.624,1,0,0,0,5,14,1,5,1,43
41,0.6890000000000001,1,0,-1,0,5,17,0,2,0,194
64,0.624,-1,0,2,0,5,16,1,5,0,110
14,0.789,1,0,2,1,-1,6,7,5,0,6
112,0.923,1,1,2,4,-1,21,-1,-1,5,216
5,0.92,1,0,2,2,5,4,4,5,4,36
13,0.926,1,0,2,-1,-1,6,5,5,4,25
64,0.624,-1,0,2,0,5,15,-1,-1,0,109
95,0.855,1,0,2,2,5,21,1,5,1,28
41,0.6890000000000001,1,0,2,-1,-1,13,4,5,0,50
13,0.926,1,0,2,2,5,7,-1,-1,1,13
49,0.92,1,1,2,0,5,10,-1,-1,0,28
64,0.624,-1,1,2,0,5,13,-1,-1,-1,46
115,0.743,-1,0,2,0,4,19,0,1,0,79
5,0.92,1,1,0,0,5,2,7,1,3,75
74,0.893,0,0,2,1,-1,9,5,5,4,210
112,0.923,1,0,2,2,5,21,-1,-1,4,20
85,0.8959999999999999,1,0,2,0,5,3,5,1,1,57
13,0.926,1,0,0,1,-1,15,1,5,0,116
5,0.92,1,0,2,2,5,8,1,5,3,2
2,0.887,1,0,2,3,5,16,0,5,3,68
95,0.855,-1,0,0,0,5,14,5,5,3,152
117,0.691,1,0,2,0,5,6,0,5,0,45
5,0.92,1,0,2,0,5,21,0,5,4,47
46,0.7659999999999999,1,1,2,1,-1,0,-1,-1,5,83
64,0.624,-1,0,2,0,5,14,2,5,0,47
48,0.91,1,0,2,0,5,21,0,5,1,158
48,0.91,0,1,0,2,5,11,-1,4,1,50
26,0.8270000000000001,1,0,2,2,5,21,4,1,0,9
5,0.92,1,0,2,0,5,21,2,4,4,26
5,0.92,1,0,2,0,5,19,4,5,0,126
116,0.698,1,1,0,0,5,19,4,-1,5,55
84,0.493,1,1,2,0,5,14,-1,-1,1,18
48,0.91,-1,0,2,3,5,17,2,4,0,81
24,0.527,1,0,2,0,5,8,7,5,5,24
5,0.92,1,0,2,0,5,21,5,5,4,20
51,0.903,1,0,2,0,5,21,0,5,0,35
49,0.92,1,0,1,0,5,16,-1,-1,0,43
91,0.913,1,0,2,0,5,14,7,5,1,12
64,0.624,-1,1,0,2,5,12,3,5,0,27
48,0.91,1,0,2,0,5,3,4,5,0,98
48,0.91,1,0,2,0,2,1,3,5,2,29
64,0.624,1,0,2,0,5,0,-1,5,5,68
112,0.923,-1,0,2,0,5,14,1,5,1,122
13,0.926,1,1,0,1,-1,14,3,5,5,30
11,0.55,-1,1,2,1,-1,11,-1,-1,5,94
14,0.789,-1,1,2,1,-1,20,-1,5,5,15
5,0.92,1,0,0,0,5,3,3,5,1,11
21,0.738,1,1,1,0,5,19,-1,-1,3,55
48,0.91,1,0,2,3,5,21,-1,-1,0,49
30,0.897,-1,0,2,2,5,21,3,5,4,20
49,0.92,1,0,2,-1,-1,12,1,5,4,20
5,0.92,1,0,2,0,5,21,4,5,0,44
5,0.92,0,0,2,2,5,18,4,5,0,16
2,0.887,-1,0,2,0,5,8,4,-1,4,23
98,0.698,1,1,2,0,5,13,7,-1,0,44
103,0.939,1,0,2,0,-1,21,1,5,2,57
30,0.897,1,0,2,2,5,5,2,5,0,15
11,0.55,1,0,1,2,5,17,0,5,1,45
93,0.6659999999999999,1,0,1,0,5,6,1,5,4,328
64,0.624,-1,0,2,-1,-1,13,0,0,0,53
51,0.903,-1,1,2,-1,-1,16,-1,-1,5,56
5,0.92,1,1,2,0,4,2,-1,-1,4,74
5,0.92,1,0,2,0,5,5,1,5,0,30
94,0.802,1,0,2,0,5,18,-1,-1,1,17
5,0.92,1,1,2,0,2,4,-1,-1,4,226
99,0.884,-1,0,2,2,2,15,4,5,0,32
64,0.624,1,1,0,0,5,11,-1,-1,5,82
29,0.698,1,1,0,0,5,15,-1,-1,0,136
64,0.624,1,0,2,0,5,17,3,5,0,108
31,0.836,1,1,0,1,-1,16,-1,-1,5,108
64,0.624,1,1,0,0,5,15,-1,-1,5,92
94,0.802,-1,0,2,0,5,15,5,5,3,66
48,0.91,-1,0,2,2,2,20,4,0,0,6
64,0.624,0,0,0,0,3,13,0,-1,0,78
11,0.55,-1,0,2,2,5,11,7,-1,0,36
117,0.691,-1,0,0,0,5,13,0,5,0,91
65,0.899,1,0,2,0,5,7,2,5,5,5
94,0.802,1,0,2,0,5,10,7,5,2,15
11,0.55,1,0,2,0,5,17,4,5,1,18
13,0.926,1,0,2,1,-1,9,1,5,1,6
64,0.624,-1,0,0,0,5,15,6,5,1,4
13,0.926,-1,0,2,2,5,21,4,5,3,43
13,0.926,1,0,2,2,5,21,1,5,4,91
99,0.884,-1,0,2,2,5,11,6,5,5,174
5,0.92,1,0,2,0,5,17,3,5,0,56
24,0.527,1,0,2,0,3,14,3,5,0,39
49,0.92,1,1,2,0,2,11,5,5,1,84
5,0.92,-1,0,2,2,5,16,7,-1,1,15
83,0.762,-1,0,1,0,5,19,-1,-1,0,54
5,0.92,1,0,0,0,5,17,7,2,0,27
64,0.624,1,0,0,0,5,14,0,0,0,10
65,0.899,1,0,2,0,5,19,4,1,1,52
64,0.624,-1,1,2,0,5,19,-1,-1,0,13
5,0.92,1,0,2,0,5,11,1,5,0,312
30,0.897,1,0,1,2,5,16,4,5,3,16
13,0.926,1,0,2,1,-1,21,7,5,5,12
5,0.92,1,0,2,2,5,8,7,0,0,53
11,0.55,1,1,0,0,5,20,-1,-1,0,86
48,0.91,1,0,2,2,5,21,2,5,2,24
65,0.899,1,0,1,0,5,6,5,4,4,27
5,0.92,0,0,2,0,5,13,1,5,0,58
31,0.836,1,0,2,2,5,3,2,5,1,40
51,0.903,1,0,2,2,5,16,-1,-1,0,18
70,0.939,1,0,2,2,5,15,0,5,0,55
11,0.55,1,0,0,0,5,7,7,0,1,30
5,0.92,-1,1,0,0,5,11,7,5,0,57
5,0.92,1,0,2,0,5,1,3,5,0,21
5,0.92,1,1,0,0,5,16,-1,5,5,56
48,0.91,-1,1,2,0,4,5,4,5,4,116
48,0.91,1,0,2,0,5,17,-1,-1,0,45
13,0.926,1,0,2,-1,-1,21,-1,5,2,58
77,0.7759999999999999,1,0,2,2,5,1,1,5,0,22
5,0.92,-1,1,2,0,5,21,1,5,0,12
5,0.92,-1,0,2,0,5,18,5,5,1,300
64,0.624,-1,0,0,0,5,11,3,5,-1,43
94,0.802,1,0,0,1,-1,18,4,-1,5,12
5,0.92,1,0,2,2,2,10,0,-1,2,75
5,0.92,1,1,2,1,-1,11,-1,5,5,150
5,0.92,-1,0,2,0,5,2,5,-1,1,41
5,0.92,1,0,2,0,5,3,2,5,4,67
77,0.7759999999999999,1,0,2,0,5,21,-1,-1,3,90
64,0.624,1,0,2,0,5,16,3,5,0,13
49,0.92,1,0,2,0,5,17,6,4,4,50
48,0.91,1,0,2,0,5,21,4,5,0,72
64,0.624,1,0,2,0,5,13,4,1,1,58
26,0.8270000000000001,1,1,-1,0,5,14,-1,-1,0,78
5,0.92,2,1,2,0,5,3,4,5,0,206
47,0.843,1,0,2,2,5,18,3,5,0,14
5,0.92,1,0,0,0,5,13,4,1,0,118
109,0.847,1,1,0,1,-1,11,-1,-1,0,7
5,0.92,0,0,2,0,4,8,2,5,1,46
2,0.887,-1,1,2,2,1,20,-1,-1,0,150
1,0.895,1,0,1,0,5,13,0,5,5,33
30,0.897,1,0,2,0,0,5,-1,-1,1,24
64,0.624,-1,0,2,0,5,20,7,2,0,10
5,0.92,1,0,2,0,5,21,2,5,4,80
48,0.91,1,1,0,0,5,16,-1,-1,5,14
49,0.92,1,1,0,1,-1,11,7,5,0,20
64,0.624,0,0,2,0,5,16,0,5,0,48
64,0.624,-1,0,2,2,5,17,4,5,1,108
101,0.754,1,1,0,0,5,18,-1,-1,4,44
5,0.92,1,0,2,2,5,2,1,5,0,6
5,0.92,1,0,0,0,5,16,5,5,1,23
48,0.91,1,1,2,4,-1,11,-1,-1,5,12
5,0.92,1,0,2,0,5,21,3,5,4,14
5,0.92,1,0,2,0,5,9,3,5,1,12
49,0.92,1,0,2,0,5,15,-1,-1,0,31
4,0.804,1,1,2,0,2,-1,-1,-1,0,91
48,0.91,1,0,2,0,5,9,-1,-1,0,70
48,0.91,1,0,2,2,5,2,3,5,1,78
109,0.847,-1,0,2,0,5,4,4,-1,1,104
101,0.754,1,0,2,0,5,5,2,5,4,57
37,0.74,1,1,2,0,5,21,-1,-1,0,12
39,0.555,1,0,2,0,5,11,4,5,0,145
72,0.807,1,0,2,0,5,21,-1,-1,0,37
48,0.91,1,0,2,0,0,3,3,5,3,59
5,0.92,1,0,2,0,5,21,-1,4,4,62
95,0.855,0,1,0,3,5,5,2,4,1,140
13,0.926,-1,0,2,0,5,15,0,5,3,83
31,0.836,1,0,2,0,5,2,2,5,0,96
4,0.804,1,0,2,0,5,21,4,5,0,37
19,0.78,1,1,2,0,5,7,4,5,4,28
64,0.624,1,0,2,0,5,11,4,5,0,50
5,0.92,1,0,0,0,5,17,0,5,3,37
64,0.624,1,1,0,0,5,11,-1,-1,5,31
70,0.939,1,0,2,3,5,21,2,4,4,161
48,0.91,1,1,2,2,5,9,-1,-1,4,55
4,0.804,1,0,2,0,5,17,-1,-1,0,65
5,0.92,1,1,0,0,5,13,4,4,0,224
65,0.899,1,0,2,2,5,21,5,5,4,45
2,0.887,1,0,2,0,5,16,-1,-1,4,51
15,0.743,1,1,0,1,-1,11,-1,-1,5,54
48,0.91,1,0,2,0,5,19,5,5,0,51
99,0.884,1,1,2,0,5,19,3,5,3,20
48,0.91,1,0,2,0,5,4,0,5,4,70
13,0.926,1,0,2,2,5,9,1,5,1,12
